# Parámetros:  ./calcular_cdt 16 3 MER DES 100
# Ejecutando orden:  ./gen_traza MER DES 100
#
#         Posición       Intervalo        Páginas       Págs/op.
#
               0               3               2        0.666667
               3               3               2        0.666667
               6               3               2        0.666667
               9               3               2        0.666667
              12               3               2        0.666667
              15               3               2        0.666667
              18               3               2        0.666667
              21               3               2        0.666667
              24               3               2        0.666667
              27               3               2        0.666667
              30               3               3        1.000000
              33               3               2        0.666667
              36               3               2        0.666667
              39               3               2        0.666667
              42               3               2        0.666667
              45               3               2        0.666667
              48               3               2        0.666667
              51               3               2        0.666667
              54               3               2        0.666667
              57               3               2        0.666667
              60               3               2        0.666667
              63               3               2        0.666667
              66               3               2        0.666667
              69               3               2        0.666667
              72               3               2        0.666667
              75               3               2        0.666667
              78               3               2        0.666667
              81               3               2        0.666667
              84               3               2        0.666667
              87               3               3        1.000000
              90               3               2        0.666667
              93               3               2        0.666667
              96               3               2        0.666667
              99               3               2        0.666667
             102               3               2        0.666667
             105               3               2        0.666667
             108               3               2        0.666667
             111               3               2        0.666667
             114               3               2        0.666667
             117               3               2        0.666667
             120               3               2        0.666667
             123               3               2        0.666667
             126               3               3        1.000000
             129               3               2        0.666667
             132               3               2        0.666667
             135               3               2        0.666667
             138               3               2        0.666667
             141               3               2        0.666667
             144               3               2        0.666667
             147               3               2        0.666667
             150               3               2        0.666667
             153               3               2        0.666667
             156               3               2        0.666667
             159               3               2        0.666667
             162               3               2        0.666667
             165               3               2        0.666667
             168               3               2        0.666667
             171               3               2        0.666667
             174               3               2        0.666667
             177               3               2        0.666667
             180               3               2        0.666667
             183               3               3        1.000000
             186               3               2        0.666667
             189               3               2        0.666667
             192               3               2        0.666667
             195               3               2        0.666667
             198               3               2        0.666667
             201               3               2        0.666667
             204               3               2        0.666667
             207               3               2        0.666667
             210               3               2        0.666667
             213               3               1        0.333333
             216               3               2        0.666667
             219               3               1        0.333333
             222               3               2        0.666667
             225               3               2        0.666667
             228               3               2        0.666667
             231               3               2        0.666667
             234               3               1        0.333333
             237               3               2        0.666667
             240               3               1        0.333333
             243               3               2        0.666667
             246               3               2        0.666667
             249               3               2        0.666667
             252               3               2        0.666667
             255               3               2        0.666667
             258               3               2        0.666667
             261               3               2        0.666667
             264               3               2        0.666667
             267               3               2        0.666667
             270               3               2        0.666667
             273               3               2        0.666667
             276               3               2        0.666667
             279               3               2        0.666667
             282               3               2        0.666667
             285               3               2        0.666667
             288               3               2        0.666667
             291               3               1        0.333333
             294               3               2        0.666667
             297               3               1        0.333333
             300               3               2        0.666667
             303               3               2        0.666667
             306               3               1        0.333333
             309               3               2        0.666667
             312               3               2        0.666667
             315               3               3        1.000000
             318               3               2        0.666667
             321               3               2        0.666667
             324               3               2        0.666667
             327               3               2        0.666667
             330               3               2        0.666667
             333               3               2        0.666667
             336               3               1        0.333333
             339               3               2        0.666667
             342               3               2        0.666667
             345               3               1        0.333333
             348               3               2        0.666667
             351               3               2        0.666667
             354               3               2        0.666667
             357               3               2        0.666667
             360               3               3        1.000000
             363               3               2        0.666667
             366               3               2        0.666667
             369               3               2        0.666667
             372               3               2        0.666667
             375               3               2        0.666667
