# Parámetros:  ./calcular_cdt 16 32 HEA DES 10000
# Ejecutando orden:  ./gen_traza HEA DES 10000
#
#         Posición       Intervalo        Páginas       Págs/op.
#
            6560              32               2        0.062500
            6592              32               3        0.093750
            6624              32               2        0.062500
            6656              32               4        0.125000
            6688              32               2        0.062500
            6720              32               3        0.093750
            6752              32               4        0.125000
            6784              32               2        0.062500
            6816              32               3        0.093750
            6848              32               2        0.062500
            6880              32               4        0.125000
            6912              32               2        0.062500
            6944              32               3        0.093750
            6976              32               4        0.125000
            7008              32               2        0.062500
            7040              32               3        0.093750
            7072              32               2        0.062500
            7104              32               4        0.125000
            7136              32               2        0.062500
            7168              32               3        0.093750
            7200              32               4        0.125000
            7232              32               2        0.062500
            7264              32               3        0.093750
            7296              32               2        0.062500
            7328              32               4        0.125000
            7360              32               2        0.062500
            7392              32               3        0.093750
            7424              32               4        0.125000
            7456              32               2        0.062500
            7488              32               3        0.093750
            7520              32               2        0.062500
            7552              32               4        0.125000
            7584              32               2        0.062500
            7616              32               3        0.093750
            7648              32               4        0.125000
            7680              32               2        0.062500
            7712              32               3        0.093750
            7744              32               2        0.062500
            7776              32               4        0.125000
            7808              32               2        0.062500
            7840              32               3        0.093750
            7872              32               4        0.125000
            7904              32               2        0.062500
            7936              32               3        0.093750
            7968              32               2        0.062500
            8000              32               4        0.125000
            8032              32               2        0.062500
            8064              32               3        0.093750
            8096              32               4        0.125000
            8128              32               2        0.062500
            8160              32               3        0.093750
            8192              32               2        0.062500
            8224              32               4        0.125000
            8256              32               2        0.062500
            8288              32               3        0.093750
            8320              32               4        0.125000
            8352              32               2        0.062500
            8384              32               3        0.093750
            8416              32               2        0.062500
            8448              32               4        0.125000
            8480              32               2        0.062500
            8512              32               3        0.093750
            8544              32               4        0.125000
            8576              32               2        0.062500
            8608              32               3        0.093750
            8640              32               2        0.062500
            8672              32               4        0.125000
            8704              32               2        0.062500
            8736              32               3        0.093750
            8768              32               4        0.125000
            8800              32               2        0.062500
            8832              32               3        0.093750
            8864              32               2        0.062500
            8896              32               4        0.125000
            8928              32               2        0.062500
            8960              32               3        0.093750
            8992              32               4        0.125000
            9024              32               2        0.062500
            9056              32               3        0.093750
            9088              32               2        0.062500
            9120              32               4        0.125000
            9152              32               2        0.062500
            9184              32               3        0.093750
            9216              32               4        0.125000
            9248              32               2        0.062500
            9280              32               3        0.093750
            9312              32               2        0.062500
            9344              32               4        0.125000
            9376              32               2        0.062500
            9408              32               3        0.093750
            9440              32               4        0.125000
            9472              32               2        0.062500
            9504              32               3        0.093750
            9536              32               2        0.062500
            9568              32               4        0.125000
            9600              32               2        0.062500
            9632              32               3        0.093750
            9664              32               4        0.125000
            9696              32               2        0.062500
            9728              32               3        0.093750
            9760              32               2        0.062500
            9792              32               4        0.125000
            9824              32               2        0.062500
            9856              32               3        0.093750
            9888              32               4        0.125000
            9920              32               2        0.062500
            9952              32               3        0.093750
            9984              32               2        0.062500
           10016              32               4        0.125000
           10048              32               2        0.062500
           10080              32               3        0.093750
           10112              32               4        0.125000
           10144              32               2        0.062500
           10176              32               3        0.093750
           10208              32               2        0.062500
           10240              32               4        0.125000
           10272              32               2        0.062500
           10304              32               3        0.093750
           10336              32               4        0.125000
           10368              32               2        0.062500
           10400              32               3        0.093750
           10432              32               2        0.062500
           10464              32               4        0.125000
           10496              32               2        0.062500
           10528              32               3        0.093750
           10560              32               4        0.125000
           10592              32               2        0.062500
           10624              32               3        0.093750
           10656              32               2        0.062500
           10688              32               4        0.125000
           10720              32               2        0.062500
           10752              32               3        0.093750
           10784              32               4        0.125000
           10816              32               2        0.062500
           10848              32               3        0.093750
           10880              32               2        0.062500
           10912              32               4        0.125000
           10944              32               2        0.062500
           10976              32               3        0.093750
           11008              32               4        0.125000
           11040              32               2        0.062500
           11072              32               3        0.093750
           11104              32               2        0.062500
           11136              32               4        0.125000
           11168              32               2        0.062500
           11200              32               3        0.093750
           11232              32               4        0.125000
           11264              32               2        0.062500
           11296              32               3        0.093750
           11328              32               2        0.062500
           11360              32               4        0.125000
           11392              32               2        0.062500
           11424              32               3        0.093750
           11456              32               4        0.125000
           11488              32               2        0.062500
           11520              32               3        0.093750
           11552              32               2        0.062500
           11584              32               4        0.125000
           11616              32               2        0.062500
           11648              32               3        0.093750
           11680              32               4        0.125000
           11712              32               2        0.062500
           11744              32               3        0.093750
           11776              32               2        0.062500
           11808              32               4        0.125000
           11840              32               2        0.062500
           11872              32               3        0.093750
           11904              32               4        0.125000
           11936              32               2        0.062500
           11968              32               3        0.093750
           12000              32               2        0.062500
           12032              32               4        0.125000
           12064              32               2        0.062500
           12096              32               3        0.093750
           12128              32               4        0.125000
           12160              32               2        0.062500
           12192              32               3        0.093750
           12224              32               2        0.062500
           12256              32               4        0.125000
           12288              32               2        0.062500
           12320              32               3        0.093750
           12352              32               4        0.125000
           12384              32               2        0.062500
           12416              32               3        0.093750
           12448              32               2        0.062500
           12480              32               4        0.125000
           12512              32               2        0.062500
           12544              32               3        0.093750
           12576              32               4        0.125000
           12608              32               2        0.062500
           12640              32               3        0.093750
           12672              32               2        0.062500
           12704              32               4        0.125000
           12736              32               2        0.062500
           12768              32               3        0.093750
           12800              32               4        0.125000
           12832              32               2        0.062500
           12864              32               3        0.093750
           12896              32               2        0.062500
           12928              32               4        0.125000
           12960              32               2        0.062500
           12992              32               3        0.093750
           13024              32               4        0.125000
           13056              32               2        0.062500
           13088              32               3        0.093750
           13120              32               2        0.062500
           13152              32               4        0.125000
           13184              32               2        0.062500
           13216              32               3        0.093750
           13248              32               4        0.125000
           13280              32               2        0.062500
           13312              32               3        0.093750
           13344              32               2        0.062500
           13376              32               4        0.125000
           13408              32               2        0.062500
           13440              32               3        0.093750
           13472              32               4        0.125000
           13504              32               2        0.062500
           13536              32               3        0.093750
           13568              32               2        0.062500
           13600              32               4        0.125000
           13632              32               2        0.062500
           13664              32               3        0.093750
           13696              32               4        0.125000
           13728              32               2        0.062500
           13760              32               3        0.093750
           13792              32               2        0.062500
           13824              32               4        0.125000
           13856              32               2        0.062500
           13888              32               3        0.093750
           13920              32               4        0.125000
           13952              32               2        0.062500
           13984              32               3        0.093750
           14016              32               2        0.062500
           14048              32               4        0.125000
           14080              32               2        0.062500
           14112              32               3        0.093750
           14144              32               4        0.125000
           14176              32               2        0.062500
           14208              32               3        0.093750
           14240              32               2        0.062500
           14272              32               4        0.125000
           14304              32               2        0.062500
           14336              32               3        0.093750
           14368              32               4        0.125000
           14400              32               2        0.062500
           14432              32               3        0.093750
           14464              32               2        0.062500
           14496              32               4        0.125000
           14528              32               2        0.062500
           14560              32               3        0.093750
           14592              32               4        0.125000
           14624              32               2        0.062500
           14656              32               3        0.093750
           14688              32               2        0.062500
           14720              32               4        0.125000
           14752              32               2        0.062500
           14784              32               3        0.093750
           14816              32               4        0.125000
           14848              32               2        0.062500
           14880              32               3        0.093750
           14912              32               2        0.062500
           14944              32               4        0.125000
           14976              32               2        0.062500
           15008              32               3        0.093750
           15040              32               4        0.125000
           15072              32               2        0.062500
           15104              32               3        0.093750
           15136              32               2        0.062500
           15168              32               4        0.125000
           15200              32               2        0.062500
           15232              32               3        0.093750
           15264              32               4        0.125000
           15296              32               2        0.062500
           15328              32               3        0.093750
           15360              32               2        0.062500
           15392              32               4        0.125000
           15424              32               2        0.062500
           15456              32               3        0.093750
           15488              32               4        0.125000
           15520              32               2        0.062500
           15552              32               3        0.093750
           15584              32               2        0.062500
           15616              32               4        0.125000
           15648              32               2        0.062500
           15680              32               3        0.093750
           15712              32               4        0.125000
           15744              32               2        0.062500
           15776              32               3        0.093750
           15808              32               2        0.062500
           15840              32               4        0.125000
           15872              32               2        0.062500
           15904              32               3        0.093750
           15936              32               4        0.125000
           15968              32               2        0.062500
           16000              32               3        0.093750
           16032              32               2        0.062500
           16064              32               4        0.125000
           16096              32               2        0.062500
           16128              32               3        0.093750
           16160              32               4        0.125000
           16192              32               2        0.062500
           16224              32               3        0.093750
           16256              32               2        0.062500
           16288              32               4        0.125000
           16320              32               2        0.062500
           16352              32               3        0.093750
           16384              32               4        0.125000
           16416              32               2        0.062500
           16448              32               3        0.093750
           16480              32               2        0.062500
           16512              32               4        0.125000
           16544              32               2        0.062500
           16576              32               3        0.093750
           16608              32               4        0.125000
           16640              32               2        0.062500
           16672              32               3        0.093750
           16704              32               2        0.062500
           16736              32               4        0.125000
           16768              32               2        0.062500
           16800              32               3        0.093750
           16832              32               4        0.125000
           16864              32               2        0.062500
           16896              32               3        0.093750
           16928              32               2        0.062500
           16960              32               4        0.125000
           16992              32               2        0.062500
           17024              32               3        0.093750
           17056              32               4        0.125000
           17088              32               2        0.062500
           17120              32               3        0.093750
           17152              32               2        0.062500
           17184              32               4        0.125000
           17216              32               2        0.062500
           17248              32               3        0.093750
           17280              32               4        0.125000
           17312              32               2        0.062500
           17344              32               3        0.093750
           17376              32               2        0.062500
           17408              32               4        0.125000
           17440              32               2        0.062500
           17472              32               4        0.125000
           17504              32               3        0.093750
           17536              32               6        0.187500
           17568              32               4        0.125000
           17600              32               3        0.093750
           17632              32               5        0.156250
           17664              32               4        0.125000
           17696              32               3        0.093750
           17728              32               6        0.187500
           17760              32               4        0.125000
           17792              32               3        0.093750
           17824              32               5        0.156250
           17856              32               4        0.125000
           17888              32               3        0.093750
           17920              32               6        0.187500
           17952              32               4        0.125000
           17984              32               3        0.093750
           18016              32               5        0.156250
           18048              32               4        0.125000
           18080              32               3        0.093750
           18112              32               6        0.187500
           18144              32               4        0.125000
           18176              32               3        0.093750
           18208              32               5        0.156250
           18240              32               4        0.125000
           18272              32               3        0.093750
           18304              32               6        0.187500
           18336              32               4        0.125000
           18368              32               3        0.093750
           18400              32               5        0.156250
           18432              32               4        0.125000
           18464              32               3        0.093750
           18496              32               6        0.187500
           18528              32               4        0.125000
           18560              32               3        0.093750
           18592              32               5        0.156250
           18624              32               4        0.125000
           18656              32               3        0.093750
           18688              32               6        0.187500
           18720              32               4        0.125000
           18752              32               3        0.093750
           18784              32               5        0.156250
           18816              32               4        0.125000
           18848              32               3        0.093750
           18880              32               6        0.187500
           18912              32               4        0.125000
           18944              32               3        0.093750
           18976              32               5        0.156250
           19008              32               4        0.125000
           19040              32               3        0.093750
           19072              32               6        0.187500
           19104              32               4        0.125000
           19136              32               3        0.093750
           19168              32               5        0.156250
           19200              32               4        0.125000
           19232              32               3        0.093750
           19264              32               6        0.187500
           19296              32               4        0.125000
           19328              32               3        0.093750
           19360              32               5        0.156250
           19392              32               4        0.125000
           19424              32               3        0.093750
           19456              32               6        0.187500
           19488              32               4        0.125000
           19520              32               3        0.093750
           19552              32               5        0.156250
           19584              32               4        0.125000
           19616              32               3        0.093750
           19648              32               6        0.187500
           19680              32               4        0.125000
           19712              32               3        0.093750
           19744              32               5        0.156250
           19776              32               4        0.125000
           19808              32               3        0.093750
           19840              32               6        0.187500
           19872              32               4        0.125000
           19904              32               3        0.093750
           19936              32               5        0.156250
           19968              32               4        0.125000
           20000              32               3        0.093750
           20032              32               6        0.187500
           20064              32               4        0.125000
           20096              32               3        0.093750
           20128              32               5        0.156250
           20160              32               4        0.125000
           20192              32               3        0.093750
           20224              32               6        0.187500
           20256              32               4        0.125000
           20288              32               3        0.093750
           20320              32               5        0.156250
           20352              32               4        0.125000
           20384              32               3        0.093750
           20416              32               6        0.187500
           20448              32               4        0.125000
           20480              32               3        0.093750
           20512              32               5        0.156250
           20544              32               4        0.125000
           20576              32               3        0.093750
           20608              32               6        0.187500
           20640              32               4        0.125000
           20672              32               3        0.093750
           20704              32               5        0.156250
           20736              32               4        0.125000
           20768              32               3        0.093750
           20800              32               6        0.187500
           20832              32               4        0.125000
           20864              32               3        0.093750
           20896              32               5        0.156250
           20928              32               4        0.125000
           20960              32               3        0.093750
           20992              32               6        0.187500
           21024              32               4        0.125000
           21056              32               3        0.093750
           21088              32               5        0.156250
           21120              32               4        0.125000
           21152              32               3        0.093750
           21184              32               6        0.187500
           21216              32               4        0.125000
           21248              32               3        0.093750
           21280              32               5        0.156250
           21312              32               4        0.125000
           21344              32               3        0.093750
           21376              32               6        0.187500
           21408              32               4        0.125000
           21440              32               3        0.093750
           21472              32               5        0.156250
           21504              32               4        0.125000
           21536              32               3        0.093750
           21568              32               6        0.187500
           21600              32               4        0.125000
           21632              32               3        0.093750
           21664              32               5        0.156250
           21696              32               4        0.125000
           21728              32               3        0.093750
           21760              32               6        0.187500
           21792              32               4        0.125000
           21824              32               3        0.093750
           21856              32               5        0.156250
           21888              32               4        0.125000
           21920              32               3        0.093750
           21952              32               6        0.187500
           21984              32               4        0.125000
           22016              32               3        0.093750
           22048              32               5        0.156250
           22080              32               4        0.125000
           22112              32               3        0.093750
           22144              32               6        0.187500
